City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,toliara,-23.35,43.6667,21.14,78,52,1.68,MG,1691428280
367,sechura,-5.5569,-80.8222,26.17,57,4,3.43,PE,1691428280
368,qamdo,31.1667,97.2333,6.8,79,62,1.46,CN,1691428281
369,page,36.9147,-111.4558,31.88,20,0,2.57,US,1691428281
370,sao joao da barra,-21.6403,-41.0511,30.05,55,0,4.5,BR,1691428281
371,devarkonda,16.7,78.9333,27.92,62,99,4.43,IN,1691428281
372,paradip garh,20.3167,86.6167,27.98,78,100,3.99,IN,1691428282
373,zakynthos,37.7914,20.8953,28.13,54,20,3.6,GR,1691428282
374,miquelon,47.0975,-56.3814,21.0,82,39,6.46,PM,1691428282
375,cedeira,43.6797,-8.0209,28.33,73,0,10.28,ES,1691428283
376,haapavesi,64.1333,25.3667,28.07,70,1,2.68,FI,1691428283
377,freeport,40.6576,-73.5832,28.5,68,0,8.23,US,1691427710
378,puerto cabezas,14.0351,-83.3888,29.19,78,100,4.84,NI,1691428283
379,newman,37.3138,-121.0208,32.25,50,0,0.89,US,1691428284
380,tocopilla,-22.092,-70.1979,21.13,68,14,3.53,CL,1691428284
381,kapustin yar,48.5831,45.7372,31.84,24,0,5.39,RU,1691428284
382,kapuskasing,49.4169,-82.4331,24.26,45,99,1.49,CA,1691428285
383,dapa,9.7594,126.0531,28.17,72,71,3.6,PH,1691428285
384,homer,59.6425,-151.5483,15.98,82,75,2.57,US,1691428285
385,ciudad acuna,29.3232,-100.9522,35.23,42,0,4.63,MX,1691428215
386,wynyard,-41.0,145.7167,7.42,84,17,2.89,AU,1691428286
387,kirakira,-10.4544,161.9205,24.93,90,86,3.47,SB,1691428286
388,rudnichnyy,59.617,52.4703,18.66,76,95,2.59,RU,1691428286
389,makarska,43.2969,17.0178,23.0,64,19,3.73,HR,1691428287
390,maracaibo,10.6317,-71.6406,34.63,50,91,2.56,VE,1691428287
391,carolina,18.3808,-65.9574,32.94,75,40,9.77,PR,1691428287
392,naryn,41.4287,75.9911,12.28,63,100,1.69,KG,1691428287
393,morant bay,17.8815,-76.4093,34.28,66,2,5.78,JM,1691428288
394,villamontes,-21.25,-63.5,28.69,32,0,7.72,BO,1691428288
395,ugoofaaru,5.6667,73.0,27.85,79,96,5.66,MV,1691428288
396,utrik,11.2278,169.8474,28.23,75,72,7.8,MH,1691428289
397,lupane,-18.9315,27.807,19.72,32,19,1.83,ZW,1691428289
398,kumagunnam,13.1551,10.6342,29.69,57,97,1.7,NG,1691428289
399,yanchep,-31.55,115.6833,19.07,87,83,3.58,AU,1691428289
400,chicoana,-25.1009,-65.5331,18.04,52,75,1.78,AR,1691428290
401,saint-pierre,-21.3393,55.4781,20.32,88,75,11.32,RE,1691428290
402,suntar,62.1444,117.6319,17.89,60,39,2.44,RU,1691428290
403,sitka,57.0531,-135.33,15.94,82,40,1.54,US,1691427954
404,yaren,-0.5472,166.916,28.22,68,90,1.94,NR,1691428291
405,quellon,-43.1167,-73.6167,9.66,65,76,1.8,CL,1691428291
406,moyale,3.5167,39.0584,23.23,43,66,3.83,KE,1691428291
407,nelson bay,-32.7167,152.15,13.33,98,9,3.13,AU,1691428292
408,iquique,-20.2208,-70.1431,19.61,71,27,3.51,CL,1691428264
409,nar'yan-mar,67.6713,53.087,9.85,81,5,6.06,RU,1691428292
410,alofi,-19.0595,-169.9187,23.36,86,100,8.9,NU,1691428293
411,murghob,38.1702,73.9667,13.36,27,40,2.8,TJ,1691428293
412,mercedes,-34.6515,-59.4307,12.14,42,3,4.7,AR,1691428293
413,ghat,24.9647,10.1728,41.63,6,0,5.55,LY,1691427906
414,lerwick,60.1545,-1.1494,14.0,64,12,5.89,GB,1691428294
415,la ronge,55.1001,-105.2842,17.67,47,34,2.88,CA,1691428294
416,ceeldheer,3.8488,47.1806,25.46,74,29,9.24,SO,1691428295
417,sukhodol,53.9006,51.2117,23.04,45,8,3.24,RU,1691428295
418,cartagena del chaira,1.3349,-74.8429,31.5,48,95,1.82,CO,1691428295
419,esperanza,19.5847,-70.9849,30.32,43,6,7.01,DO,1691428295
420,bamyan,34.75,67.25,9.43,61,1,3.06,AF,1691428296
421,shahrak,34.1074,64.3052,16.03,41,0,3.25,AF,1691428296
422,sawa sawa,-4.4717,39.4846,24.43,80,3,5.02,KE,1691428296
423,cockburn town,21.4612,-71.1419,30.98,70,75,6.17,TC,1691428296
424,jamestown,42.097,-79.2353,21.12,95,100,4.63,US,1691428075
425,chernyshevskiy,63.0128,112.4714,14.27,75,100,2.8,RU,1691428297
426,yemetsk,63.4721,41.7941,18.27,71,1,2.6,RU,1691428297
427,fuente del maestre,38.5266,-6.4478,42.48,7,1,4.14,ES,1691428297
428,san pedro pochutla,15.7333,-96.4667,34.84,54,2,2.23,MX,1691428298
429,huarmey,-10.0681,-78.1522,22.21,68,17,4.2,PE,1691428298
430,gariaband,20.635,82.0614,24.52,84,100,3.55,IN,1691428298
431,padang,-0.9492,100.3543,26.03,91,50,1.79,ID,1691428299
432,piti village,13.4626,144.6933,27.49,96,100,2.06,GU,1691428299
433,san patricio,28.017,-97.5169,36.4,37,1,6.87,US,1691428299
434,kruisfontein,-34.0033,24.7314,16.05,93,0,2.79,ZA,1691428300
435,lingig,8.0389,126.4125,25.86,84,99,2.09,PH,1691428300
436,asasa,7.1,39.2,13.49,86,20,1.2,ET,1691428300
437,kagoro,9.6,8.3833,21.73,92,91,1.78,NG,1691428301
438,labrador city,52.9463,-66.9114,17.97,60,92,3.06,CA,1691428301
439,south molton,51.0167,-3.8333,18.8,74,100,5.6,GB,1691428301
440,mitu,1.1983,-70.1733,28.45,77,66,1.04,CO,1691428302
441,urangan,-25.3,152.9,17.5,73,53,4.69,AU,1691428302
442,canon city,38.441,-105.2424,29.67,42,0,3.6,US,1691428302
443,digne-les-bains,44.0833,6.25,23.52,24,3,2.78,FR,1691428302
444,abra pampa,-22.7205,-65.697,14.17,10,0,5.92,AR,1691428303
445,ha'il,27.5219,41.6907,32.87,11,0,5.38,SA,1691428303
446,nyurba,63.2842,118.3319,14.98,67,80,2.47,RU,1691428303
447,santiago de cao,-7.9589,-79.2392,23.07,73,75,4.63,PE,1691428304
448,maslyanino,54.3436,84.2111,18.16,53,88,1.34,RU,1691428304
449,seven pagodas,12.6264,80.1722,31.03,75,100,6.2,IN,1691428304
450,chamzinka,54.4019,45.7839,21.32,56,0,3.09,RU,1691428304
451,sake,-1.5736,29.045,19.93,61,71,0.81,CD,1691428305
452,kalifornsky,60.4183,-151.29,14.66,98,75,2.06,US,1691428305
453,sur,22.5667,59.5289,33.38,52,9,3.86,OM,1691428305
454,arendal,58.4615,8.7725,14.89,89,100,5.28,NO,1691428305
455,tiznit,29.5833,-9.5,29.08,45,1,4.15,MA,1691428306
456,shitanjing,39.2342,106.3439,24.16,57,37,5.74,CN,1691428306
457,queenstown,-31.8976,26.8753,15.84,28,0,2.58,ZA,1691428306
458,swakopmund,-22.6833,14.5333,17.77,75,0,2.24,NA,1691428307
459,ornskoldsvik,63.2909,18.7153,24.53,88,100,2.06,SE,1691428307
460,mek'ele,13.4967,39.4753,19.47,70,85,0.66,ET,1691428307
461,dolinsk,47.35,142.8,12.5,88,90,1.52,RU,1691428307
462,brasileia,-11.0161,-68.7481,35.25,49,75,2.06,BR,1691428308
463,sona,45.4388,10.8255,26.75,26,20,3.6,IT,1691428308
464,cajamarca,-7.1638,-78.5003,23.04,33,40,4.63,PE,1691428308
465,gemena,3.25,19.7667,20.62,99,100,0.68,CD,1691428309
466,caraballeda,10.6112,-66.8522,34.37,62,40,2.57,VE,1691428309
467,ateli mandi,28.1,76.2833,31.33,55,36,6.1,IN,1691428309
468,casper,42.8666,-106.3131,20.4,58,0,4.63,US,1691428158
469,kaa-khem,51.6833,94.7333,19.29,69,100,2.06,RU,1691428310
470,tromso,69.6496,18.957,11.01,87,75,4.12,NO,1691428310
471,gaiman,-43.2897,-65.4929,12.54,34,6,9.0,AR,1691428310
472,griffith,41.5284,-87.4237,24.52,78,100,5.66,US,1691428311
473,howard springs,-12.497,131.047,22.95,69,22,2.67,AU,1691428311
474,luau,-10.7073,22.2247,24.55,25,0,1.35,AO,1691428311
475,al qubbah,32.7616,22.2424,22.88,63,0,7.74,LY,1691428311
476,tofol,5.3248,163.0078,27.64,78,100,3.68,FM,1691428312
477,chingola,-12.529,27.8838,19.7,34,12,0.74,ZM,1691428312
478,witu,-2.3889,40.4382,24.07,81,24,6.58,KE,1691428312
479,acapulco de juarez,16.8634,-99.8901,30.9,66,20,1.54,MX,1691428286
480,yantzaza,-3.8278,-78.7594,27.56,48,85,1.03,EC,1691428313
481,talcahuano,-36.7167,-73.1167,13.42,64,99,2.37,CL,1691428202
482,gorontalo,0.5412,123.0595,24.03,90,71,2.58,ID,1691428313
483,port hedland,-20.3167,118.5667,17.03,72,4,4.12,AU,1691428313
484,argo,37.6333,22.7333,30.99,49,0,1.96,GR,1691428314
485,kailua-kona,19.6406,-155.9956,27.0,75,0,3.09,US,1691428075
486,trujillo,-8.116,-79.03,22.98,73,75,4.63,PE,1691428314
487,mirialguda,16.8667,79.5833,28.69,63,99,3.09,IN,1691428314
488,barlig,17.0373,121.1038,16.42,92,100,1.99,PH,1691428315
489,brezina,33.0989,1.2608,39.66,7,0,9.02,DZ,1691428315
490,prien,30.1819,-93.2738,35.12,55,40,4.63,US,1691428315
491,usinsk,65.9939,57.5281,16.12,66,100,5.59,RU,1691428315
492,kyshtovka,56.555,76.6271,17.17,76,61,2.75,RU,1691428316
493,najran,17.4924,44.1277,32.13,13,50,3.88,SA,1691428316
494,nyagan,62.1406,65.3936,19.13,79,14,3.04,RU,1691428316
495,lubang,13.8584,120.124,28.56,81,72,8.8,PH,1691428316
496,rangsdorf,52.295,13.4334,19.45,56,0,10.29,DE,1691428317
497,maturin,9.75,-63.1767,31.91,100,65,3.6,VE,1691428168
498,sakaiminato,35.55,133.2333,27.16,77,84,2.15,JP,1691428317
499,cabedelo,-6.9811,-34.8339,28.37,71,15,7.04,BR,1691428317
500,langsa,4.4683,97.9683,23.75,96,100,0.46,ID,1691428318
501,klimovo,52.3805,32.1923,17.19,88,82,7.21,RU,1691428318
502,hanceville,34.0607,-86.7675,33.59,48,4,6.17,US,1691428120
503,akjoujt,19.6969,-14.4164,38.65,13,0,4.8,MR,1691428319
504,moranbah,-22.0016,148.0466,13.23,89,0,2.2,AU,1691428251
505,kone,-21.0595,164.8658,15.69,90,0,2.01,NC,1691428319
506,bardai,11.65,7.2333,25.29,76,85,2.88,NG,1691428320
507,sooke,48.3746,-123.7276,24.21,70,57,2.19,CA,1691428320
508,letlhakeng,-24.0944,25.0298,16.1,19,0,3.85,BW,1691428283
509,remire-montjoly,4.9167,-52.2667,32.02,58,0,7.2,GF,1691428320
510,cannonvale,-20.2833,148.7,18.66,83,8,5.05,AU,1691428321
511,ishqoshim,36.7248,71.6133,14.69,55,38,2.29,TJ,1691428322
512,caleta de carquin,-11.0925,-77.6267,21.55,67,13,4.7,PE,1691428322
513,zyrya,40.3661,50.2917,27.05,72,4,1.0,AZ,1691428323
514,fort mcmurray,56.7268,-111.381,18.33,49,99,1.35,CA,1691428323
515,avrig,45.7167,24.3833,20.36,67,35,2.91,RO,1691428131
516,comandante fontana,-25.3345,-59.6821,29.11,43,28,5.31,AR,1691428323
517,karaton,-6.3424,106.1045,22.97,92,61,0.16,ID,1691428324
518,stawell,-37.05,142.7667,3.57,93,0,3.25,AU,1691428324
519,tangalle,6.024,80.7911,26.59,83,100,5.59,LK,1691428325
520,pubal,37.2917,127.5078,22.2,94,1,2.17,KR,1691428325
521,changzhi,35.2089,111.7386,24.6,79,98,1.35,CN,1691428325
522,magadan,59.5667,150.8,7.94,54,29,4.07,RU,1691428326
523,stettler,52.3168,-112.7186,22.08,54,13,2.31,CA,1691428326
524,nemuro,43.3236,145.575,14.33,97,100,6.57,JP,1691428326
525,tvoroyri,61.5556,-6.8111,10.78,90,98,7.82,FO,1691428326
526,jesup,31.6074,-81.8854,33.52,55,0,3.09,US,1691428327
527,benjamin constant,-4.3831,-70.0311,33.07,66,40,2.06,BR,1691428327
528,jilma,35.2731,9.4239,34.66,18,0,7.49,TN,1691428327
529,kistelek,46.4725,19.9797,14.96,67,76,7.7,HU,1691428328
530,kandi,11.1342,2.9386,24.42,86,90,3.2,BJ,1691428328
531,puerto lempira,15.2667,-83.7667,32.08,66,40,4.63,HN,1691428328
532,stornoway,58.2093,-6.3865,15.05,80,75,2.06,GB,1691428329
533,myrina,39.8797,25.0742,29.58,42,0,1.54,GR,1691428329
534,freetown,8.484,-13.2299,26.84,83,75,3.09,SL,1691427897
535,chrysoupolis,40.9856,24.6939,28.27,54,0,2.06,GR,1691428330
536,buchloe,48.0333,10.7333,15.16,70,75,3.13,DE,1691428330
537,tshikapa,-6.4167,20.8,30.88,23,15,1.69,CD,1691428260
538,bethanie,-26.4833,17.15,21.08,14,0,3.52,NA,1691428331
539,nuuk,64.1835,-51.7216,8.34,81,0,3.09,GL,1691428331
540,coracao de jesus,-16.6853,-44.365,30.9,19,0,1.78,BR,1691428332
541,agboville,5.928,-4.2132,28.01,71,100,1.95,CI,1691428332
542,darwin,-12.4611,130.8418,22.99,64,75,1.54,AU,1691427752
543,dodge city,37.7528,-100.0171,26.49,53,20,2.06,US,1691428319
544,ylistaro,62.9396,22.5131,29.9,67,45,3.13,FI,1691428333
545,lodwar,3.1191,35.5973,31.45,30,7,2.98,KE,1691428333
546,dzuunharaa,48.8523,106.4579,15.45,89,27,1.27,MN,1691428333
547,karachi,24.9056,67.0822,27.9,78,75,8.75,PK,1691427789
548,monrovia,6.3005,-10.7969,26.87,78,87,5.36,LR,1691428334
549,tongerlo,51.1131,4.9155,19.51,62,79,2.68,BE,1691428334
550,daru,-9.0763,143.2092,23.33,84,60,4.52,PG,1691428334
551,lautoka,-17.6167,177.4667,19.92,88,40,3.09,FJ,1691428334
552,kalmunai,7.4167,81.8167,27.89,79,93,2.89,LK,1691428335
553,sitia,35.2,26.0986,27.77,72,0,3.49,GR,1691428335
554,navoloki,57.4657,41.9634,22.34,73,2,2.67,RU,1691428335
555,franklin,39.9667,-83.0166,26.99,83,100,5.14,US,1691428043
556,baud,20.8333,84.3167,26.67,81,100,3.29,IN,1691428336
